Yahoo_Ticker,Code,銘柄名,Type,市場・商品区分,33業種区分,規模区分
3284.T,3284,フージャースホールディングス,Stock,プライム（内国株式）,不動産業,TOPIX Small 2
3288.T,3288,オープンハウスグループ,Stock,プライム（内国株式）,不動産業,TOPIX Mid400
3289.T,3289,東急不動産ホールディングス,Stock,プライム（内国株式）,不動産業,TOPIX Mid400
3291.T,3291,飯田グループホールディングス,Stock,プライム（内国株式）,不動産業,TOPIX Mid400
3302.T,3302,帝国繊維,Stock,プライム（内国株式）,繊維製品,TOPIX Small 2
3315.T,3315,日本コークス工業,Stock,プライム（内国株式）,石油・石炭製品,TOPIX Small 2
3333.T,3333,あさひ,Stock,プライム（内国株式）,小売業,TOPIX Small 2
3349.T,3349,コスモス薬品,Stock,プライム（内国株式）,小売業,TOPIX Mid400
3360.T,3360,シップヘルスケアホールディングス,Stock,プライム（内国株式）,卸売業,TOPIX Mid400
3371.T,3371,ソフトクリエイトホールディングス,Stock,プライム（内国株式）,情報・通信業,TOPIX Small 2
3382.T,3382,セブン＆アイ・ホールディングス,Stock,プライム（内国株式）,小売業,TOPIX Core30
3387.T,3387,クリエイト・レストランツ・ホールディングス,Stock,プライム（内国株式）,小売業,TOPIX Small 1
3388.T,3388,明治電機工業,Stock,プライム（内国株式）,卸売業,TOPIX Small 2
3391.T,3391,ツルハホールディングス,Stock,プライム（内国株式）,小売業,TOPIX Mid400
3395.T,3395,サンマルクホールディングス,Stock,プライム（内国株式）,小売業,TOPIX Small 1
3397.T,3397,トリドールホールディングス,Stock,プライム（内国株式）,小売業,TOPIX Mid400
3401.T,3401,帝人,Stock,プライム（内国株式）,繊維製品,TOPIX Mid400
3402.T,3402,東レ,Stock,プライム（内国株式）,繊維製品,TOPIX Mid400
3405.T,3405,クラレ,Stock,プライム（内国株式）,化学,TOPIX Mid400
3407.T,3407,旭化成,Stock,プライム（内国株式）,化学,TOPIX Large70
3415.T,3415,ＴＯＫＹＯ　ＢＡＳＥ,Stock,プライム（内国株式）,小売業,TOPIX Small 2
3421.T,3421,稲葉製作所,Stock,スタンダード（内国株式）,金属製品,TOPIX Small 2
3431.T,3431,宮地エンジニアリンググループ,Stock,プライム（内国株式）,金属製品,TOPIX Small 1
3433.T,3433,トーカロ,Stock,プライム（内国株式）,金属製品,TOPIX Small 1
3436.T,3436,ＳＵＭＣＯ,Stock,プライム（内国株式）,金属製品,TOPIX Mid400
3443.T,3443,川田テクノロジーズ,Stock,プライム（内国株式）,金属製品,TOPIX Small 2
3445.T,3445,ＲＳ　Ｔｅｃｈｎｏｌｏｇｉｅｓ,Stock,プライム（内国株式）,金属製品,TOPIX Small 1
3457.T,3457,Ａｎｄ　Ｄｏホールディングス,Stock,プライム（内国株式）,不動産業,TOPIX Small 2
3465.T,3465,ケイアイスター不動産,Stock,プライム（内国株式）,不動産業,TOPIX Small 1
3475.T,3475,グッドコムアセット,Stock,プライム（内国株式）,不動産業,TOPIX Small 2
3480.T,3480,ジェイ・エス・ビー,Stock,プライム（内国株式）,不動産業,TOPIX Small 2
3482.T,3482,ロードスターキャピタル,Stock,プライム（内国株式）,不動産業,TOPIX Small 2
3496.T,3496,アズーム,Stock,プライム（内国株式）,不動産業,TOPIX Small 2
3498.T,3498,霞ヶ関キャピタル,Stock,プライム（内国株式）,不動産業,TOPIX Small 1
3539.T,3539,ＪＭホールディングス,Stock,プライム（内国株式）,小売業,TOPIX Small 2
3543.T,3543,コメダホールディングス,Stock,プライム（内国株式）,卸売業,TOPIX Small 1
3546.T,3546,アレンザホールディングス,Stock,プライム（内国株式）,小売業,TOPIX Small 2
3547.T,3547,串カツ田中ホールディングス,Stock,スタンダード（内国株式）,小売業,TOPIX Small 2
3548.T,3548,バロックジャパンリミテッド,Stock,プライム（内国株式）,小売業,TOPIX Small 2
3549.T,3549,クスリのアオキホールディングス,Stock,プライム（内国株式）,小売業,TOPIX Mid400
3561.T,3561,力の源ホールディングス,Stock,プライム（内国株式）,小売業,TOPIX Small 2
3563.T,3563,ＦＯＯＤ　＆　ＬＩＦＥ　ＣＯＭＰＡＮＩＥＳ,Stock,プライム（内国株式）,小売業,TOPIX Mid400
3565.T,3565,アセンテック,Stock,スタンダード（内国株式）,卸売業,TOPIX Small 2
3569.T,3569,セーレン,Stock,プライム（内国株式）,繊維製品,TOPIX Small 1
3580.T,3580,小松マテーレ,Stock,プライム（内国株式）,繊維製品,TOPIX Small 2
3591.T,3591,ワコールホールディングス,Stock,プライム（内国株式）,繊維製品,TOPIX Mid400
3593.T,3593,ホギメディカル,Stock,プライム（内国株式）,繊維製品,TOPIX Small 1
3608.T,3608,ＴＳＩホールディングス,Stock,プライム（内国株式）,繊維製品,TOPIX Small 1
3612.T,3612,ワールド,Stock,プライム（内国株式）,繊維製品,TOPIX Small 1
3626.T,3626,ＴＩＳ,Stock,プライム（内国株式）,情報・通信業,TOPIX Mid400
3632.T,3632,グリーホールディングス,Stock,プライム（内国株式）,情報・通信業,TOPIX Small 2
3633.T,3633,ＧＭＯペパボ,Stock,スタンダード（内国株式）,情報・通信業,TOPIX Small 2
3635.T,3635,コーエーテクモホールディングス,Stock,プライム（内国株式）,情報・通信業,TOPIX Mid400
3636.T,3636,三菱総合研究所,Stock,プライム（内国株式）,情報・通信業,TOPIX Small 1
3649.T,3649,ファインデックス,Stock,プライム（内国株式）,情報・通信業,TOPIX Small 2
3655.T,3655,ブレインパッド,Stock,プライム（内国株式）,情報・通信業,TOPIX Small 2
3656.T,3656,ＫＬａｂ,Stock,プライム（内国株式）,情報・通信業,TOPIX Small 2
3657.T,3657,ポールトゥウィンホールディングス,Stock,プライム（内国株式）,情報・通信業,TOPIX Small 2
3659.T,3659,ネクソン,Stock,プライム（内国株式）,情報・通信業,TOPIX Mid400
3660.T,3660,アイスタイル,Stock,プライム（内国株式）,情報・通信業,TOPIX Small 1
3661.T,3661,エムアップホールディングス,Stock,プライム（内国株式）,情報・通信業,TOPIX Small 1
3662.T,3662,エイチームホールディングス,Stock,プライム（内国株式）,情報・通信業,TOPIX Small 2
3663.T,3663,セルシス,Stock,プライム（内国株式）,情報・通信業,TOPIX Small 2
3665.T,3665,エニグモ,Stock,プライム（内国株式）,情報・通信業,TOPIX Small 2
3668.T,3668,コロプラ,Stock,プライム（内国株式）,情報・通信業,TOPIX Small 1
3673.T,3673,ブロードリーフ,Stock,プライム（内国株式）,情報・通信業,TOPIX Small 1
3676.T,3676,デジタルハーツホールディングス,Stock,プライム（内国株式）,情報・通信業,TOPIX Small 2
3678.T,3678,メディアドゥ,Stock,プライム（内国株式）,情報・通信業,TOPIX Small 2
3679.T,3679,じげん,Stock,プライム（内国株式）,情報・通信業,TOPIX Small 2
3681.T,3681,ブイキューブ,Stock,プライム（内国株式）,情報・通信業,TOPIX Small 2
3687.T,3687,フィックスターズ,Stock,プライム（内国株式）,情報・通信業,TOPIX Small 2
368A.T,368A,北里コーポレーション,Stock,プライム（内国株式）,精密機器,TOPIX Small 2
3694.T,3694,オプティム,Stock,プライム（内国株式）,情報・通信業,TOPIX Small 2
3696.T,3696,セレス,Stock,プライム（内国株式）,情報・通信業,TOPIX Small 2
3697.T,3697,ＳＨＩＦＴ,Stock,プライム（内国株式）,情報・通信業,TOPIX Mid400
3708.T,3708,特種東海製紙,Stock,プライム（内国株式）,パルプ・紙,TOPIX Small 2
3741.T,3741,セック,Stock,プライム（内国株式）,情報・通信業,TOPIX Small 2
3762.T,3762,テクマトリックス,Stock,プライム（内国株式）,情報・通信業,TOPIX Small 1
3763.T,3763,プロシップ,Stock,プライム（内国株式）,情報・通信業,TOPIX Small 2
3765.T,3765,ガンホー・オンライン・エンターテイメント,Stock,プライム（内国株式）,情報・通信業,TOPIX Small 1
3769.T,3769,ＧＭＯペイメントゲートウェイ,Stock,プライム（内国株式）,情報・通信業,TOPIX Mid400
3771.T,3771,システムリサーチ,Stock,プライム（内国株式）,情報・通信業,TOPIX Small 2
3774.T,3774,インターネットイニシアティブ,Stock,プライム（内国株式）,情報・通信業,TOPIX Mid400
3778.T,3778,さくらインターネット,Stock,プライム（内国株式）,情報・通信業,TOPIX Small 1
3788.T,3788,ＧＭＯグローバルサイン・ホールディングス,Stock,プライム（内国株式）,情報・通信業,TOPIX Small 2
3817.T,3817,ＳＲＡホールディングス,Stock,プライム（内国株式）,情報・通信業,TOPIX Small 2
3834.T,3834,朝日ネット,Stock,プライム（内国株式）,情報・通信業,TOPIX Small 2
3835.T,3835,ｅＢＡＳＥ,Stock,プライム（内国株式）,情報・通信業,TOPIX Small 2
3836.T,3836,アバントグループ,Stock,プライム（内国株式）,情報・通信業,TOPIX Small 2
3837.T,3837,アドソル日進,Stock,プライム（内国株式）,情報・通信業,TOPIX Small 2
3843.T,3843,フリービット,Stock,プライム（内国株式）,情報・通信業,TOPIX Small 2
3844.T,3844,コムチュア,Stock,プライム（内国株式）,情報・通信業,TOPIX Small 1
3853.T,3853,アステリア,Stock,プライム（内国株式）,情報・通信業,TOPIX Small 2
3854.T,3854,アイル,Stock,プライム（内国株式）,情報・通信業,TOPIX Small 2
3861.T,3861,王子ホールディングス,Stock,プライム（内国株式）,パルプ・紙,TOPIX Mid400
3863.T,3863,日本製紙,Stock,プライム（内国株式）,パルプ・紙,TOPIX Small 1
3865.T,3865,北越コーポレーション,Stock,プライム（内国株式）,パルプ・紙,TOPIX Small 1
3880.T,3880,大王製紙,Stock,プライム（内国株式）,パルプ・紙,TOPIX Small 1
3901.T,3901,マークラインズ,Stock,プライム（内国株式）,情報・通信業,TOPIX Small 2
3902.T,3902,メディカル・データ・ビジョン,Stock,プライム（内国株式）,情報・通信業,TOPIX Small 2
3903.T,3903,ｇｕｍｉ,Stock,プライム（内国株式）,情報・通信業,TOPIX Small 2
3915.T,3915,テラスカイ,Stock,プライム（内国株式）,情報・通信業,TOPIX Small 2
3916.T,3916,デジタル・インフォメーション・テクノロジー,Stock,プライム（内国株式）,情報・通信業,TOPIX Small 2
3921.T,3921,ネオジャパン,Stock,プライム（内国株式）,情報・通信業,TOPIX Small 2
3922.T,3922,ＰＲ　ＴＩＭＥＳ,Stock,プライム（内国株式）,情報・通信業,TOPIX Small 2
3923.T,3923,ラクス,Stock,プライム（内国株式）,情報・通信業,TOPIX Mid400
3925.T,3925,ダブルスタンダード,Stock,プライム（内国株式）,情報・通信業,TOPIX Small 2
3926.T,3926,オープンドア,Stock,プライム（内国株式）,情報・通信業,TOPIX Small 2
3932.T,3932,アカツキ,Stock,プライム（内国株式）,情報・通信業,TOPIX Small 2
3937.T,3937,Ｕｂｉｃｏｍホールディングス,Stock,プライム（内国株式）,情報・通信業,TOPIX Small 2
3939.T,3939,カナミックネットワーク,Stock,プライム（内国株式）,情報・通信業,TOPIX Small 2
3941.T,3941,レンゴー,Stock,プライム（内国株式）,パルプ・紙,TOPIX Mid400
3946.T,3946,トーモク,Stock,プライム（内国株式）,パルプ・紙,TOPIX Small 2
3950.T,3950,ザ・パック,Stock,プライム（内国株式）,パルプ・紙,TOPIX Small 2
3962.T,3962,チェンジホールディングス,Stock,プライム（内国株式）,情報・通信業,TOPIX Small 1
3964.T,3964,オークネット,Stock,プライム（内国株式）,情報・通信業,TOPIX Small 2
3983.T,3983,オロ,Stock,プライム（内国株式）,情報・通信業,TOPIX Small 2
3984.T,3984,ユーザーローカル,Stock,プライム（内国株式）,情報・通信業,TOPIX Small 2
3993.T,3993,ＰＫＳＨＡ　Ｔｅｃｈｎｏｌｏｇｙ,Stock,プライム（内国株式）,情報・通信業,TOPIX Small 1
3994.T,3994,マネーフォワード,Stock,プライム（内国株式）,情報・通信業,TOPIX Mid400
4004.T,4004,レゾナック・ホールディングス,Stock,プライム（内国株式）,化学,TOPIX Mid400
4005.T,4005,住友化学,Stock,プライム（内国株式）,化学,TOPIX Mid400
4008.T,4008,住友精化,Stock,プライム（内国株式）,化学,TOPIX Small 1
4021.T,4021,日産化学,Stock,プライム（内国株式）,化学,TOPIX Mid400
4022.T,4022,ラサ工業,Stock,プライム（内国株式）,化学,TOPIX Small 2
4023.T,4023,クレハ,Stock,プライム（内国株式）,化学,TOPIX Small 1
4025.T,4025,多木化学,Stock,プライム（内国株式）,化学,TOPIX Small 2
4027.T,4027,テイカ,Stock,プライム（内国株式）,化学,TOPIX Small 2
4028.T,4028,石原産業,Stock,プライム（内国株式）,化学,TOPIX Small 1
4041.T,4041,日本曹達,Stock,プライム（内国株式）,化学,TOPIX Small 1
4042.T,4042,東ソー,Stock,プライム（内国株式）,化学,TOPIX Mid400
4043.T,4043,トクヤマ,Stock,プライム（内国株式）,化学,TOPIX Mid400
4044.T,4044,セントラル硝子,Stock,プライム（内国株式）,化学,TOPIX Small 1
4045.T,4045,東亞合成,Stock,プライム（内国株式）,化学,TOPIX Mid400
4046.T,4046,大阪ソーダ,Stock,プライム（内国株式）,化学,TOPIX Small 1
4047.T,4047,関東電化工業,Stock,プライム（内国株式）,化学,TOPIX Small 1
4051.T,4051,ＧＭＯフィナンシャルゲート,Stock,プライム（内国株式）,情報・通信業,TOPIX Small 2
4053.T,4053,Ｓｕｎ　Ａｓｔｅｒｉｓｋ,Stock,プライム（内国株式）,情報・通信業,TOPIX Small 2
4061.T,4061,デンカ,Stock,プライム（内国株式）,化学,TOPIX Mid400
4062.T,4062,イビデン,Stock,プライム（内国株式）,電気機器,TOPIX Mid400
4063.T,4063,信越化学工業,Stock,プライム（内国株式）,化学,TOPIX Core30
4064.T,4064,日本カーバイド工業,Stock,プライム（内国株式）,化学,TOPIX Small 2
4071.T,4071,プラスアルファ・コンサルティング,Stock,プライム（内国株式）,情報・通信業,TOPIX Small 1
4072.T,4072,電算システムホールディングス,Stock,プライム（内国株式）,情報・通信業,TOPIX Small 2
4078.T,4078,堺化学工業,Stock,プライム（内国株式）,化学,TOPIX Small 1
4082.T,4082,第一稀元素化学工業,Stock,プライム（内国株式）,化学,TOPIX Small 2
4088.T,4088,エア・ウォーター,Stock,プライム（内国株式）,化学,TOPIX Mid400
4091.T,4091,日本酸素ホールディングス,Stock,プライム（内国株式）,化学,TOPIX Mid400
4092.T,4092,日本化学工業,Stock,プライム（内国株式）,化学,TOPIX Small 2
4095.T,4095,日本パーカライジング,Stock,プライム（内国株式）,化学,TOPIX Small 1
4097.T,4097,高圧ガス工業,Stock,プライム（内国株式）,化学,TOPIX Small 2
4099.T,4099,四国化成ホールディングス,Stock,プライム（内国株式）,化学,TOPIX Small 2
409A.T,409A,オリオンビール,Stock,プライム（内国株式）,食料品,TOPIX Small 2
4100.T,4100,戸田工業,Stock,スタンダード（内国株式）,化学,TOPIX Small 2
4109.T,4109,ステラ　ケミファ,Stock,プライム（内国株式）,化学,TOPIX Small 1
4112.T,4112,保土谷化学工業,Stock,プライム（内国株式）,化学,TOPIX Small 2
4114.T,4114,日本触媒,Stock,プライム（内国株式）,化学,TOPIX Mid400
4116.T,4116,大日精化工業,Stock,プライム（内国株式）,化学,TOPIX Small 2
4118.T,4118,カネカ,Stock,プライム（内国株式）,化学,TOPIX Mid400
4151.T,4151,協和キリン,Stock,プライム（内国株式）,医薬品,TOPIX Mid400
417A.T,417A,ブルーゾーンホールディングス,Stock,プライム（内国株式）,小売業,TOPIX Mid400
4180.T,4180,Ａｐｐｉｅｒ　Ｇｒｏｕｐ,Stock,プライム（内国株式）,情報・通信業,TOPIX Small 1
4182.T,4182,三菱瓦斯化学,Stock,プライム（内国株式）,化学,TOPIX Mid400
4183.T,4183,三井化学,Stock,プライム（内国株式）,化学,TOPIX Mid400
4186.T,4186,東京応化工業,Stock,プライム（内国株式）,化学,TOPIX Mid400
4187.T,4187,大阪有機化学工業,Stock,プライム（内国株式）,化学,TOPIX Small 1
4188.T,4188,三菱ケミカルグループ,Stock,プライム（内国株式）,化学,TOPIX Large70
4189.T,4189,ＫＨネオケム,Stock,プライム（内国株式）,化学,TOPIX Small 1
4194.T,4194,ビジョナル,Stock,プライム（内国株式）,情報・通信業,TOPIX Mid400
4202.T,4202,ダイセル,Stock,プライム（内国株式）,化学,TOPIX Mid400
4203.T,4203,住友ベークライト,Stock,プライム（内国株式）,化学,TOPIX Mid400
4204.T,4204,積水化学工業,Stock,プライム（内国株式）,化学,TOPIX Mid400
4205.T,4205,日本ゼオン,Stock,プライム（内国株式）,化学,TOPIX Mid400
4206.T,4206,アイカ工業,Stock,プライム（内国株式）,化学,TOPIX Mid400
4208.T,4208,ＵＢＥ,Stock,プライム（内国株式）,化学,TOPIX Mid400
4212.T,4212,積水樹脂,Stock,プライム（内国株式）,化学,TOPIX Small 1
4216.T,4216,旭有機材,Stock,プライム（内国株式）,化学,TOPIX Small 1
4218.T,4218,ニチバン,Stock,プライム（内国株式）,化学,TOPIX Small 2
4220.T,4220,リケンテクノス,Stock,プライム（内国株式）,化学,TOPIX Small 2
4221.T,4221,大倉工業,Stock,プライム（内国株式）,化学,TOPIX Small 2
4228.T,4228,積水化成品工業,Stock,プライム（内国株式）,化学,TOPIX Small 2
4229.T,4229,群栄化学工業,Stock,プライム（内国株式）,化学,TOPIX Small 2
4246.T,4246,ダイキョーニシカワ,Stock,プライム（内国株式）,化学,TOPIX Small 2
4249.T,4249,森六,Stock,プライム（内国株式）,化学,TOPIX Small 2
4251.T,4251,恵和,Stock,プライム（内国株式）,化学,TOPIX Small 2
4272.T,4272,日本化薬,Stock,プライム（内国株式）,化学,TOPIX Mid400
4275.T,4275,カーリット,Stock,プライム（内国株式）,化学,TOPIX Small 2
4286.T,4286,ＣＬホールディングス,Stock,スタンダード（内国株式）,サービス業,TOPIX Small 2
4290.T,4290,プレステージ・インターナショナル,Stock,プライム（内国株式）,サービス業,TOPIX Small 1
4299.T,4299,ハイマックス,Stock,スタンダード（内国株式）,情報・通信業,TOPIX Small 2
429A.T,429A,テクセンドフォトマスク,Stock,プライム（内国株式）,その他製品,TOPIX Small 2
4301.T,4301,アミューズ,Stock,プライム（内国株式）,サービス業,TOPIX Small 2
4307.T,4307,野村総合研究所,Stock,プライム（内国株式）,情報・通信業,TOPIX Large70
4310.T,4310,ドリームインキュベータ,Stock,プライム（内国株式）,サービス業,TOPIX Small 2
4318.T,4318,クイック,Stock,プライム（内国株式）,サービス業,TOPIX Small 2
4323.T,4323,日本システム技術,Stock,プライム（内国株式）,情報・通信業,TOPIX Small 2
4324.T,4324,電通グループ,Stock,プライム（内国株式）,サービス業,TOPIX Mid400
4326.T,4326,インテージホールディングス,Stock,プライム（内国株式）,情報・通信業,TOPIX Small 2
4331.T,4331,テイクアンドギヴ・ニーズ,Stock,プライム（内国株式）,サービス業,TOPIX Small 2
4333.T,4333,東邦システムサイエンス,Stock,プライム（内国株式）,情報・通信業,TOPIX Small 2
4337.T,4337,ぴあ,Stock,プライム（内国株式）,サービス業,TOPIX Small 2
4343.T,4343,イオンファンタジー,Stock,プライム（内国株式）,サービス業,TOPIX Small 2
4344.T,4344,ソースネクスト,Stock,プライム（内国株式）,情報・通信業,TOPIX Small 2
4345.T,4345,シーティーエス,Stock,プライム（内国株式）,サービス業,TOPIX Small 2
4350.T,4350,メディカルシステムネットワーク,Stock,スタンダード（内国株式）,小売業,TOPIX Small 2
4362.T,4362,日本精化,Stock,プライム（内国株式）,化学,TOPIX Small 2
4368.T,4368,扶桑化学工業,Stock,プライム（内国株式）,化学,TOPIX Small 1
4369.T,4369,トリケミカル研究所,Stock,プライム（内国株式）,化学,TOPIX Small 1
4373.T,4373,シンプレクス・ホールディングス,Stock,プライム（内国株式）,情報・通信業,TOPIX Small 1
4382.T,4382,ＨＥＲＯＺ,Stock,スタンダード（内国株式）,情報・通信業,TOPIX Small 2
4384.T,4384,ラクスル,Stock,プライム（内国株式）,情報・通信業,TOPIX Small 1
4385.T,4385,メルカリ,Stock,プライム（内国株式）,情報・通信業,TOPIX Mid400
4390.T,4390,ＩＰＳ,Stock,プライム（内国株式）,情報・通信業,TOPIX Small 2
4396.T,4396,システムサポートホールディングス,Stock,プライム（内国株式）,情報・通信業,TOPIX Small 2
4401.T,4401,ＡＤＥＫＡ,Stock,プライム（内国株式）,化学,TOPIX Mid400
4403.T,4403,日油,Stock,プライム（内国株式）,化学,TOPIX Mid400
4410.T,4410,ハリマ化成グループ,Stock,プライム（内国株式）,化学,TOPIX Small 2
4413.T,4413,ボードルア,Stock,プライム（内国株式）,情報・通信業,TOPIX Small 2
441A.T,441A,ＮＥ,Stock,グロース（内国株式）,情報・通信業,TOPIX Small 2
4420.T,4420,イーソル,Stock,スタンダード（内国株式）,情報・通信業,TOPIX Small 2
4432.T,4432,ウイングアーク１ｓｔ,Stock,プライム（内国株式）,情報・通信業,TOPIX Small 1
4433.T,4433,ヒト・コミュニケーションズ・ホールディングス,Stock,プライム（内国株式）,情報・通信業,TOPIX Small 2
4434.T,4434,サーバーワークス,Stock,スタンダード（内国株式）,情報・通信業,TOPIX Small 2
4443.T,4443,Ｓａｎｓａｎ,Stock,プライム（内国株式）,情報・通信業,TOPIX Small 1
4449.T,4449,ギフティ,Stock,プライム（内国株式）,情報・通信業,TOPIX Small 2
4452.T,4452,花王,Stock,プライム（内国株式）,化学,TOPIX Large70
4461.T,4461,第一工業製薬,Stock,プライム（内国株式）,化学,TOPIX Small 2
4462.T,4462,石原ケミカル,Stock,プライム（内国株式）,化学,TOPIX Small 2
4471.T,4471,三洋化成工業,Stock,プライム（内国株式）,化学,TOPIX Small 1
4480.T,4480,メドレー,Stock,プライム（内国株式）,情報・通信業,TOPIX Small 1
4481.T,4481,ベース,Stock,プライム（内国株式）,情報・通信業,TOPIX Small 2
4483.T,4483,ＪＭＤＣ,Stock,プライム（内国株式）,情報・通信業,TOPIX Small 1
4502.T,4502,武田薬品工業,Stock,プライム（内国株式）,医薬品,TOPIX Core30
4503.T,4503,アステラス製薬,Stock,プライム（内国株式）,医薬品,TOPIX Large70
4506.T,4506,住友ファーマ,Stock,プライム（内国株式）,医薬品,TOPIX Mid400
4507.T,4507,塩野義製薬,Stock,プライム（内国株式）,医薬品,TOPIX Large70
4516.T,4516,日本新薬,Stock,プライム（内国株式）,医薬品,TOPIX Mid400
4519.T,4519,中外製薬,Stock,プライム（内国株式）,医薬品,TOPIX Large70
4521.T,4521,科研製薬,Stock,プライム（内国株式）,医薬品,TOPIX Small 1
4523.T,4523,エーザイ,Stock,プライム（内国株式）,医薬品,TOPIX Mid400
4526.T,4526,理研ビタミン,Stock,プライム（内国株式）,食料品,TOPIX Small 2
4527.T,4527,ロート製薬,Stock,プライム（内国株式）,医薬品,TOPIX Mid400
4528.T,4528,小野薬品工業,Stock,プライム（内国株式）,医薬品,TOPIX Mid400
4530.T,4530,久光製薬,Stock,プライム（内国株式）,医薬品,TOPIX Mid400
4534.T,4534,持田製薬,Stock,プライム（内国株式）,医薬品,TOPIX Small 2
4536.T,4536,参天製薬,Stock,プライム（内国株式）,医薬品,TOPIX Mid400
4538.T,4538,扶桑薬品工業,Stock,プライム（内国株式）,医薬品,TOPIX Small 2
4540.T,4540,ツムラ,Stock,プライム（内国株式）,医薬品,TOPIX Mid400
4543.T,4543,テルモ,Stock,プライム（内国株式）,精密機器,TOPIX Large70
4544.T,4544,Ｈ．Ｕ．グループホールディングス,Stock,プライム（内国株式）,サービス業,TOPIX Mid400
4547.T,4547,キッセイ薬品工業,Stock,プライム（内国株式）,医薬品,TOPIX Small 1
4548.T,4548,生化学工業,Stock,プライム（内国株式）,医薬品,TOPIX Small 2
4549.T,4549,栄研化学,Stock,プライム（内国株式）,医薬品,TOPIX Small 1
4552.T,4552,ＪＣＲファーマ,Stock,プライム（内国株式）,医薬品,TOPIX Small 1
4553.T,4553,東和薬品,Stock,プライム（内国株式）,医薬品,TOPIX Small 1
4554.T,4554,富士製薬工業,Stock,プライム（内国株式）,医薬品,TOPIX Small 2
4559.T,4559,ゼリア新薬工業,Stock,プライム（内国株式）,医薬品,TOPIX Small 1
4565.T,4565,ネクセラファーマ,Stock,プライム（内国株式）,医薬品,TOPIX Small 1
4568.T,4568,第一三共,Stock,プライム（内国株式）,医薬品,TOPIX Core30
4569.T,4569,杏林製薬,Stock,プライム（内国株式）,医薬品,TOPIX Small 1
4574.T,4574,大幸薬品,Stock,プライム（内国株式）,医薬品,TOPIX Small 2
4577.T,4577,ダイト,Stock,プライム（内国株式）,医薬品,TOPIX Small 2
4578.T,4578,大塚ホールディングス,Stock,プライム（内国株式）,医薬品,TOPIX Large70
4587.T,4587,ペプチドリーム,Stock,プライム（内国株式）,医薬品,TOPIX Mid400
4611.T,4611,大日本塗料,Stock,プライム（内国株式）,化学,TOPIX Small 2
4612.T,4612,日本ペイントホールディングス,Stock,プライム（内国株式）,化学,TOPIX Mid400
4613.T,4613,関西ペイント,Stock,プライム（内国株式）,化学,TOPIX Mid400
4617.T,4617,中国塗料,Stock,プライム（内国株式）,化学,TOPIX Small 1
4620.T,4620,藤倉化成,Stock,スタンダード（内国株式）,化学,TOPIX Small 2
4626.T,4626,太陽ホールディングス,Stock,プライム（内国株式）,化学,TOPIX Mid400
4631.T,4631,ＤＩＣ,Stock,プライム（内国株式）,化学,TOPIX Mid400
4633.T,4633,サカタインクス,Stock,プライム（内国株式）,化学,TOPIX Small 1
4634.T,4634,ａｒｔｉｅｎｃｅ,Stock,プライム（内国株式）,化学,TOPIX Small 1
4641.T,4641,アルプス技研,Stock,プライム（内国株式）,サービス業,TOPIX Small 2
4651.T,4651,サニックスホールディングス,Stock,スタンダード（内国株式）,サービス業,TOPIX Small 2
4658.T,4658,日本空調サービス,Stock,プライム（内国株式）,サービス業,TOPIX Small 2
4661.T,4661,オリエンタルランド,Stock,プライム（内国株式）,サービス業,TOPIX Large70
4662.T,4662,フォーカスシステムズ,Stock,プライム（内国株式）,情報・通信業,TOPIX Small 2
4665.T,4665,ダスキン,Stock,プライム（内国株式）,サービス業,TOPIX Mid400
4666.T,4666,パーク２４,Stock,プライム（内国株式）,不動産業,TOPIX Mid400
4668.T,4668,明光ネットワークジャパン,Stock,プライム（内国株式）,サービス業,TOPIX Small 2
4671.T,4671,ファルコホールディングス,Stock,スタンダード（内国株式）,サービス業,TOPIX Small 2
4674.T,4674,クレスコ,Stock,プライム（内国株式）,情報・通信業,TOPIX Small 2
4676.T,4676,フジ・メディア・ホールディングス,Stock,プライム（内国株式）,情報・通信業,TOPIX Mid400
4680.T,4680,ラウンドワン,Stock,プライム（内国株式）,サービス業,TOPIX Mid400
4681.T,4681,リゾートトラスト,Stock,プライム（内国株式）,サービス業,TOPIX Mid400
4684.T,4684,オービック,Stock,プライム（内国株式）,情報・通信業,TOPIX Mid400
4686.T,4686,ジャストシステム,Stock,プライム（内国株式）,情報・通信業,TOPIX Small 1
4687.T,4687,ＴＤＣソフト,Stock,プライム（内国株式）,情報・通信業,TOPIX Small 2
4689.T,4689,ＬＩＮＥヤフー,Stock,プライム（内国株式）,情報・通信業,TOPIX Large70
4694.T,4694,ビー・エム・エル,Stock,プライム（内国株式）,サービス業,TOPIX Small 1
4704.T,4704,トレンドマイクロ,Stock,プライム（内国株式）,情報・通信業,TOPIX Mid400
4709.T,4709,ＩＤホールディングス,Stock,プライム（内国株式）,情報・通信業,TOPIX Small 2
4714.T,4714,リソー教育グループ,Stock,プライム（内国株式）,サービス業,TOPIX Small 2
4716.T,4716,日本オラクル,Stock,スタンダード（内国株式）,情報・通信業,TOPIX Mid400
4718.T,4718,早稲田アカデミー,Stock,プライム（内国株式）,サービス業,TOPIX Small 2
4719.T,4719,アルファシステムズ,Stock,プライム（内国株式）,情報・通信業,TOPIX Small 2
4722.T,4722,フューチャー,Stock,プライム（内国株式）,情報・通信業,TOPIX Small 1
4725.T,4725,ＣＡＣ　Ｈｏｌｄｉｎｇｓ,Stock,プライム（内国株式）,情報・通信業,TOPIX Small 2
